Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Negotiable
Hyundai,H1,2016,Saudi,White,Standard,2.4,Gas,Automatic,125000,Qassim,0,True
Kia,Sportage,2018,Saudi,White,Semi Full,2.0,Gas,Automatic,128000,Dammam,60000,False
Hyundai,Elantra,2015,Other,Blue,Standard,2.0,Gas,Automatic,300,Riyadh,25000,False
Jeep,Wrangler,2020,Gulf Arabic,Black,Semi Full,3.6,Gas,Automatic,4000,Dammam,190000,False
Hyundai,Sonata,2020,Saudi,Grey,Standard,2.4,Gas,Automatic,100,Jeddah,72910,False
Hyundai,Sonata,2020,Saudi,Red,Standard,2.4,Gas,Automatic,100,Jeddah,72910,False
Hyundai,Sonata,2020,Saudi,Silver,Standard,2.5,Gas,Automatic,100,Jeddah,72910,False
Audi,Q5,2012,Saudi,Grey,Full,2.0,Gas,Automatic,339,Jeddah,31000,False
Mercedes,SEL,1986,Saudi,Silver,Full,3.0,Gas,Automatic,500000,Tabouk,5500,False
Toyota,Yaris,2018,Saudi,White,Standard,1.5,Gas,Automatic,100000,Riyadh,850,False
Chevrolet,Malibu,2015,Saudi,Navy,Full,2.5,Gas,Automatic,121000,Riyadh,17000,False
Toyota,Hilux,2016,Saudi,White,Full,2.7,Gas,Manual,280,Riyadh,0,True
Toyota,Land Cruiser Pickup,2016,Gulf Arabic,Brown,Full,4.0,Gas,Manual,94000,Riyadh,0,True
Ford,Marquis,2008,Other,Blue,Full,9.0,Gas,Automatic,115,Riyadh,17000,False
Hyundai,Azera,2021,Saudi,Bronze,Standard,3.5,Gas,Automatic,9000,Riyadh,122000,False
Ford,Edge,2018,Saudi,Silver,Standard,1.5,Gas,Automatic,60000,Al-Medina,85000,False
Nissan,Sunny,2016,Saudi,Another Color,Standard,1.5,Gas,Automatic,146000,Riyadh,20000,False
Chrysler,C300,2012,Saudi,White,Full,6.3,Gas,Automatic,193000,Aseer,0,True
Kia,Optima,2018,Saudi,White,Semi Full,2.4,Gas,Automatic,187000,Tabouk,0,True
Chevrolet,Suburban,2001,Other,Golden,Semi Full,3.8,Gas,Automatic,290000,Jeddah,0,True
Toyota,Land Cruiser 70,2019,Gulf Arabic,White,Semi Full,1.7,Gas,Manual,29000,Tabouk,0,True
Dodge,Challenger,2013,Saudi,Black,Full,5.7,Gas,Automatic,173,Jeddah,38000,False
Land Rover,Range Rover,2016,Saudi,Bronze,Full,4.0,Gas,Automatic,213,Riyadh,0,True
GMC,Yukon,2015,Other,Grey,Full,5.3,Gas,Automatic,130000,Makkah,128000,False
Kia,Sportage,2019,Saudi,Red,Semi Full,1.6,Gas,Automatic,57000,Jeddah,75000,False
BMW,The 7,2017,Gulf Arabic,White,Full,2.0,Gas,Automatic,51000,Dammam,0,True
MINI,Copper,1998,Saudi,Orange,Full,2.0,Gas,Manual,900000,Qassim,40000,False
Hyundai,Elantra,2016,Saudi,Bronze,Full,2.0,Gas,Automatic,245000,Riyadh,0,True
Ford,Expedition,2013,Saudi,White,Semi Full,5.4,Gas,Automatic,277000,Riyadh,0,True
Hyundai,Senta fe,2013,Saudi,White,Full,3.3,Gas,Automatic,196000,Al-Baha,39000,False
Kia,Optima,2013,Saudi,Black,Semi Full,4.0,Gas,Automatic,146980,Al-Ahsa,0,True
Kia,Cerato,2014,Saudi,Silver,Standard,1.6,Gas,Automatic,160000,Dammam,24000,False
Nissan,Armada,2010,Saudi,Black,Full,8.0,Gas,Automatic,141000,Dammam,0,True
Chevrolet,Tahoe,2011,Other,Black,Full,5.3,Gas,Automatic,165000,Riyadh,0,True
Geely,EC8,2014,Saudi,Silver,Semi Full,2.5,Gas,Manual,180000,Dammam,0,True
HAVAL,H9,2021,Other,Black,Full,2.0,Gas,Automatic,20000,Riyadh,0,True
Chevrolet,Malibu,2013,Saudi,White,Full,3.5,Gas,Automatic,185000,Riyadh,0,True
Porsche,Panamera,2014,Gulf Arabic,Red,Full,3.0,Gas,Automatic,53000,Riyadh,0,True
Toyota,Land Cruiser Pickup,2016,Saudi,Bronze,Semi Full,4.6,Gas,Manual,284,Riyadh,0,True
Ford,Marquis,2011,Other,Silver,Full,4.0,Gas,Automatic,327000,Al-Medina,26000,False
Hyundai,Elantra,2019,Saudi,White,Standard,1.6,Gas,Automatic,110,Riyadh,0,True
Peugeot,307,2007,Saudi,Black,Standard,1.6,Gas,Manual,75500,Riyadh,11000,False
Toyota,Innova,2014,Saudi,White,Standard,2.7,Gas,Automatic,390861,Dammam,0,True
Toyota,Camry,2002,Gulf Arabic,Silver,Semi Full,4.0,Gas,Automatic,20000,Qassim,15000,False
Toyota,Innova,2015,Saudi,Another Color,Full,2.7,Gas,Automatic,322000,Qassim,0,True
Hyundai,Sonata,2011,Saudi,Silver,Standard,1.6,Gas,Automatic,258,Riyadh,0,True
MG,ZS,2021,Saudi,Blue,Standard,1.5,Gas,Automatic,600,Dammam,51000,False
Ford,Edge,2013,Other,Silver,Standard,3.5,Gas,Automatic,276,Riyadh,0,True
Ford,Expedition,2014,Saudi,Black,Semi Full,5.4,Gas,Automatic,108000,Jazan,60000,False
Hyundai,Elantra,2019,Saudi,Grey,Standard,2.0,Gas,Automatic,89000,Jeddah,993,False
GMC,Sierra,2008,Saudi,White,Standard,5.3,Gas,Automatic,194,Dammam,39500,False
Toyota,Rav4,2015,Other,Silver,Standard,2.5,Gas,Automatic,126,Riyadh,0,True
Chevrolet,Caprice,2013,Saudi,Black,Standard,6.0,Gas,Automatic,190000,Riyadh,39000,False
GMC,Yukon,2017,Saudi,Black,Standard,5.3,Gas,Automatic,20000,Riyadh,0,True
Chevrolet,Suburban,1997,Other,Green,Semi Full,5.6,Gas,Automatic,364627,Hail,0,True
Hyundai,Sonata,2018,Other,Grey,Semi Full,2.4,Gas,Automatic,138000,Tabouk,0,True
Toyota,Camry,2013,Other,White,Semi Full,2.5,Gas,Automatic,27000,Hail,0,True
Toyota,Camry,2019,Gulf Arabic,White,Standard,2.5,Gas,Automatic,34727,Qassim,83000,False
Hyundai,H1,2016,Saudi,White,Semi Full,2.4,Gas,Automatic,92000,Dammam,60000,False
Land Rover,Range Rover,2004,Saudi,Navy,Full,5.3,Gas,Automatic,300000,Makkah,22000,False
Toyota,Hiace,2013,Saudi,White,Standard,2.7,Gas,Manual,270000,Jeddah,0,True
Toyota,Hilux,2015,Saudi,White,Full,2.7,Gas,Manual,276,Aseer,57000,False
Dodge,Charger,2010,Saudi,White,Standard,5.7,Gas,Automatic,240000,Riyadh,25000,False
Toyota,Land Cruiser,1997,Saudi,Silver,Full,4.5,Gas,Manual,708000,Tabouk,25000,False
Toyota,Hilux,2014,Gulf Arabic,White,Full,2.7,Gas,Manual,165,Riyadh,0,True
Other,Other,1980,Other,Yellow,Standard,2.4,Diesel,Manual,2500,Qassim,220000,False
Ford,Expedition,2008,Saudi,Red,Semi Full,5.4,Gas,Automatic,171000,Riyadh,0,True
Toyota,Yaris,2018,Saudi,White,Full,1.5,Gas,Automatic,169000,Najran,1046,False
Chevrolet,Tahoe,2007,Saudi,Black,Full,1.3,Gas,Automatic,1111111,Riyadh,0,True
Chevrolet,Tahoe,2012,Other,Brown,Semi Full,5.3,Gas,Automatic,377000,Riyadh,0,True
GMC,Yukon,2009,Saudi,Red,Full,6.2,Gas,Automatic,20000,Riyadh,56000,False
BMW,X,2010,Saudi,Black,Semi Full,3.0,Gas,Automatic,200,Jeddah,61000,False
GMC,Yukon,2012,Saudi,Silver,Standard,5.3,Gas,Automatic,367177,Sakaka,0,True
Toyota,Land Cruiser,2015,Other,White,Full,4.6,Gas,Automatic,139000,Al-Ahsa,0,True
BYD,S6,2014,Saudi,Black,Semi Full,2.0,Gas,Automatic,293000,Makkah,0,True
Kia,Sorento,2015,Saudi,Black,Full,3.8,Gas,Automatic,167160,Jubail,43000,False
Changan,CS95,2021,Saudi,White,Full,2.0,Gas,Automatic,31000,Hail,0,True
Land Rover,Range Rover,2019,Saudi,Brown,Full,4.0,Gas,Automatic,35000,Dammam,0,True
Ford,Flex,2010,Saudi,Silver,Semi Full,4.0,Gas,Automatic,300,Dammam,25000,False
Toyota,Land Cruiser Pickup,2012,Saudi,Another Color,Standard,4.0,Gas,Manual,144928,Jazan,0,True
Toyota,Innova,2014,Other,Blue,Full,2.7,Gas,Automatic,205,Riyadh,0,True
Nissan,Maxima,2017,Saudi,Silver,Standard,3.5,Gas,Automatic,50000,Riyadh,0,True
Chevrolet,Tahoe,2011,Saudi,Brown,Standard,5.3,Gas,Automatic,143000,Riyadh,55000,False
Toyota,Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,83000,Dammam,45000,False
Hyundai,Elantra,2016,Saudi,White,Semi Full,2.0,Gas,Automatic,280,Riyadh,33000,False
Toyota,Prado,2006,Gulf Arabic,White,Semi Full,4.0,Gas,Automatic,475,Al-Jouf,0,True
Chevrolet,Silverado,1985,Other,Blue,Full,5.3,Gas,Automatic,200,Dammam,30000,False
Lexus,LX,2000,Saudi,Another Color,Full,5.7,Gas,Automatic,460,Hail,46000,False
Nissan,Datsun,2015,Saudi,White,Full,2.4,Gas,Manual,200000,Aseer,40000,False
Chevrolet,Aveo,2011,Saudi,Silver,Standard,1.6,Gas,Manual,266000,Riyadh,0,True
Jeep,Wrangler,2018,Saudi,Grey,Full,3.6,Gas,Automatic,61300,Dammam,165000,False
Ford,Marquis,2006,Saudi,Blue,Standard,3.5,Gas,Automatic,307000,Qassim,15000,False
Chevrolet,Tahoe,2012,Saudi,Silver,Semi Full,5.3,Gas,Automatic,250385,Dammam,47500,False
Toyota,Innova,2007,Saudi,Silver,Semi Full,2.7,Gas,Automatic,199800,Jeddah,25000,False
Toyota,Previa,2002,Saudi,Oily,Standard,2.9,Gas,Automatic,30923,Riyadh,12000,False
Toyota,Hiace,2000,Saudi,White,Standard,2.7,Gas,Manual,2000,Jeddah,12000,False
Toyota,Yaris,2016,Saudi,Grey,Semi Full,1.5,Gas,Automatic,9800,Dammam,32000,False
GMC,Sierra,2017,Gulf Arabic,Black,Full,5.3,Gas,Automatic,108000,Riyadh,95000,False
Toyota,Camry,2015,Saudi,Blue,Full,2.5,Gas,Automatic,133,Riyadh,56000,False
Toyota,Hilux,1999,Saudi,White,Semi Full,2.7,Gas,Manual,375,Abha,19000,False
Chevrolet,Tahoe,2017,Saudi,Another Color,Standard,5.3,Gas,Automatic,176000,Jeddah,115000,False
Hyundai,Elantra,2017,Gulf Arabic,White,Semi Full,2.0,Gas,Automatic,43000,Hafar Al-Batin,49000,False
Chevrolet,Aveo,2014,Other,White,Semi Full,1.6,Gas,Automatic,1500000,Makkah,11000,False
Hyundai,Accent,2018,Saudi,Grey,Standard,1.4,Gas,Automatic,79000,Dammam,30000,False
Hyundai,Sonata,2017,Saudi,White,Semi Full,1.4,Gas,Automatic,151000,Riyadh,0,True
Kia,Rio,2014,Saudi,White,Standard,1.4,Gas,Automatic,193500,Jeddah,0,True
Toyota,Furniture,2015,Saudi,White,Full,2.7,Gas,Automatic,157000,Taef,64000,False
Hyundai,Accent,2015,Gulf Arabic,White,Semi Full,1.6,Gas,Automatic,230000,Riyadh,28000,False
Toyota,Camry,2009,Other,White,Full,2.5,Gas,Automatic,350000,Makkah,25000,False
Hyundai,H1,2016,Saudi,White,Full,2.5,Gas,Automatic,140,Riyadh,0,True
Nissan,Sentra,2019,Saudi,Brown,Semi Full,1.6,Gas,Automatic,30000,Jeddah,44000,False
GMC,Suburban,2004,Saudi,Oily,Standard,5.3,Gas,Automatic,300000,Riyadh,8000,False
Toyota,Ciocca,2011,Saudi,Silver,Semi Full,5.7,Gas,Automatic,240000,Taef,0,True
Mercury,Grand Marquis,2005,Saudi,Silver,Semi Full,4.6,Gas,Automatic,360,Qurayyat,0,True
Chevrolet,Tahoe,2020,Saudi,Grey,Semi Full,5.7,Gas,Automatic,99000,Dammam,145000,False
Kia,Rio,2017,Saudi,Silver,Semi Full,1.4,Gas,Automatic,12000,Dammam,26500,False
Toyota,Land Cruiser Pickup,2012,Gulf Arabic,Another Color,Semi Full,4.0,Gas,Manual,300,Qassim,0,True
Isuzu,D-MAX,2020,Saudi,White,Full,3.0,Diesel,Automatic,19000,Abha,0,True
Ford,Explorer,2010,Saudi,Oily,Semi Full,6.0,Gas,Automatic,165000,Khobar,25000,False
Ford,Expedition,2016,Saudi,Black,Semi Full,1.5,Gas,Automatic,170000,Al-Medina,85000,False
Ford,Marquis,1995,Saudi,Green,Full,4.6,Gas,Automatic,180000,Aseer,13000,False
Toyota,Camry,2015,Gulf Arabic,White,Standard,2.4,Gas,Automatic,161000,Dammam,55000,False
Toyota,Innova,2015,Saudi,Silver,Full,2.7,Gas,Automatic,114000,Jubail,49000,False
Hyundai,Senta fe,2018,Saudi,Another Color,Semi Full,3.3,Gas,Automatic,94000,Jeddah,0,True
Honda,Accord,2016,Saudi,White,Full,3.5,Gas,Automatic,183000,Al-Ahsa,67000,False
Lexus,ES,2021,Saudi,Another Color,Standard,2.5,Gas,Automatic,6000,Dammam,175000,False
Mazda,6,2016,Other,Blue,Semi Full,2.5,Gas,Automatic,216000,Riyadh,40000,False
Hyundai,Elantra,2016,Other,Silver,Full,1.6,Diesel,Automatic,87000,Al-Medina,42000,False
Hyundai,Sonata,2011,Saudi,White,Semi Full,2.0,Gas,Automatic,336000,Riyadh,21000,False
Chevrolet,Colorado,2013,Gulf Arabic,Grey,Full,3.6,Gas,Automatic,300000,Hail,0,True
Honda,Accord,2018,Saudi,Another Color,Semi Full,2.4,Gas,Automatic,119041,Taef,70000,False
Toyota,Furniture,2009,Saudi,Another Color,Standard,1.6,Gas,Automatic,400,Al-Medina,0,True
Chevrolet,Silverado,2013,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,380,Qassim,0,True
Ford,Focus,2012,Other,Silver,Standard,1.5,Gas,Automatic,180000,Riyadh,0,True
MG,5,2020,Saudi,Grey,Full,1.5,Gas,Automatic,23000,Riyadh,44000,False
Toyota,Land Cruiser Pickup,2015,Other,Brown,Full,1.7,Gas,Manual,13058,Riyadh,0,True
Toyota,Land Cruiser,2015,Saudi,White,Standard,4.7,Gas,Automatic,345417,Riyadh,135000,False
GMC,Acadia,2011,Saudi,Black,Standard,3.6,Gas,Automatic,187000,Khobar,22000,False
Ford,Victoria,2002,Saudi,White,Full,4.6,Gas,Automatic,300000,Arar,0,True
GMC,Yukon,2012,Saudi,Silver,Semi Full,5.3,Gas,Automatic,60000,Aseer,0,True
Toyota,Hilux,2014,Gulf Arabic,White,Semi Full,2.7,Gas,Automatic,21000,Riyadh,75000,False
GMC,Yukon,2014,Saudi,Golden,Semi Full,5.3,Gas,Automatic,100,Aseer,0,True
Ford,Edge,2009,Saudi,Brown,Standard,3.5,Gas,Automatic,357,Riyadh,20000,False
Honda,Accord,2004,Saudi,White,Full,2.4,Gas,Automatic,5735,Wadi Dawasir,0,True
Chevrolet,Impala,2016,Saudi,Silver,Standard,3.5,Gas,Automatic,139000,Aseer,65000,False
Toyota,Corolla,2017,Saudi,White,Standard,1.6,Gas,Automatic,66200,Riyadh,51000,False
Hyundai,Accent,2017,Saudi,White,Standard,1.6,Gas,Automatic,120000,Dammam,30000,False
Honda,Accord,2014,Saudi,White,Full,2.4,Gas,Automatic,480000,Makkah,40000,False
Toyota,Land Cruiser Pickup,2012,Saudi,Another Color,Standard,6.0,Gas,Manual,130,Al-Jouf,0,True
Toyota,Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,90000,Riyadh,48500,False
Toyota,Prado,2010,Gulf Arabic,White,Semi Full,4.0,Gas,Automatic,293715,Jeddah,75000,False
Toyota,Hilux,2015,Saudi,White,Full,1.7,Gas,Manual,57000,Makkah,0,True
Toyota,Corolla,1997,Other,White,Standard,1.3,Gas,Manual,32500,Dammam,7000,False
Honda,Accord,2008,Saudi,Navy,Semi Full,2.5,Gas,Automatic,400000,Riyadh,0,True
Hyundai,Azera,2016,Saudi,Grey,Semi Full,3.0,Gas,Automatic,199100,Riyadh,52000,False
Ford,Expedition,2006,Saudi,Grey,Semi Full,5.4,Gas,Automatic,200000,Yanbu,12000,False
Zhengzhou,Pick up,2016,Saudi,White,Full,2.4,Gas,Manual,128,Al-Baha,35000,False
Renault,Duster,2016,Saudi,White,Standard,2.0,Gas,Automatic,157000,Dammam,18000,False
Mitsubishi,Pajero,2016,Saudi,White,Full,3.8,Gas,Automatic,200,Jeddah,50000,False
Toyota,Hilux,2019,Saudi,White,Full,2.7,Gas,Manual,83000,Jeddah,0,True
BMW,The 5,2008,Other,Black,Full,4.8,Gas,Automatic,285627,Riyadh,30000,False
Hyundai,H1,2015,Gulf Arabic,Black,Full,4.5,Gas,Manual,105000,Al-Jouf,0,True
BMW,The 7,2002,Gulf Arabic,Navy,Full,3.6,Gas,Automatic,288000,Qassim,0,True
Chevrolet,Malibu,2016,Saudi,Silver,Semi Full,2.4,Gas,Automatic,60000,Jeddah,0,True
Chevrolet,Suburban,2004,Other,Oily,Standard,1.5,Gas,Automatic,280,Riyadh,0,True
Hyundai,Elantra,2019,Saudi,Another Color,Standard,2.0,Gas,Automatic,66000,Riyadh,58000,False
Dodge,Durango,2012,Saudi,White,Full,6.0,Gas,Automatic,284000,Jeddah,33000,False
Nissan,Navara,2012,Saudi,White,Standard,2.5,Gas,Automatic,193,Riyadh,0,True
Ford,Taurus,2011,Saudi,Blue,Standard,4.5,Gas,Automatic,301515,Al-Ahsa,26000,False
Ford,Edge,2010,Other,Navy,Semi Full,3.5,Gas,Automatic,187200,Jubail,25000,False
Mercedes,S,2015,Other,White,Full,3.0,Hybrid,Automatic,41305,Riyadh,0,True
Nissan,Datsun,2007,Saudi,White,Full,2.4,Gas,Manual,475,Riyadh,0,True
Honda,Accord,2005,Saudi,White,Semi Full,1.0,Gas,Manual,547000,Khobar,19000,False
Mercedes,E,2018,Gulf Arabic,Black,Standard,2.0,Gas,Automatic,167,Riyadh,115000,False
Toyota,Land Cruiser,2015,Saudi,White,Semi Full,5.7,Gas,Automatic,170000,Riyadh,150000,False
Honda,Odyssey,2015,Saudi,Black,Standard,3.5,Gas,Automatic,152000,Dammam,45000,False
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,130000,Riyadh,0,True
FAW,ِACTIS V80,2016,Saudi,White,Standard,2.0,Gas,Manual,92000,Riyadh,0,True
Toyota,Camry,2020,Saudi,White,Full,2.5,Gas,Automatic,11800,Dammam,0,True
Nissan,Maxima,2002,Saudi,Golden,Standard,3.0,Gas,Manual,265000,Jeddah,0,True
Ford,Expedition,2013,Saudi,Another Color,Semi Full,5.4,Gas,Automatic,174000,Al-Ahsa,50000,False
Hyundai,Accent,2015,Saudi,White,Semi Full,1.4,Gas,Automatic,105000,Riyadh,25000,False
Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,89000,Dammam,45000,False
Hyundai,Accent,2019,Saudi,Silver,Standard,1.4,Gas,Automatic,72500,Dammam,40000,False
Hyundai,Accent,2017,Saudi,White,Standard,1.6,Gas,Automatic,137000,Dammam,29000,False
Toyota,Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,73000,Dammam,45000,False
Toyota,Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,40000,Dammam,45000,False
GMC,Suburban,2013,Saudi,Brown,Standard,5.3,Gas,Automatic,180000,Taef,0,True
Kia,Picanto,2015,Other,Another Color,Standard,1.0,Gas,Automatic,85000,Dammam,18000,False
GMC,Sierra,2011,Other,White,Full,5.3,Gas,Automatic,360000,Riyadh,0,True
Chevrolet,Tahoe,2011,Saudi,Black,Semi Full,5.3,Gas,Automatic,300000,Al-Ahsa,0,True
Mitsubishi,Lancer,2016,Saudi,White,Standard,1.6,Gas,Automatic,120000,Hail,0,True
Ford,Victoria,2011,Saudi,Golden,Standard,4.7,Gas,Automatic,87000,Riyadh,0,True
Toyota,Land Cruiser,2006,Saudi,White,Full,4.6,Gas,Automatic,360000,Riyadh,0,True
Kia,Optima,2009,Saudi,Another Color,Standard,2.4,Gas,Automatic,300000,Dammam,0,True
Ford,Victoria,2010,Saudi,Golden,Full,4.6,Gas,Automatic,299999,Al-Medina,0,True
Geely,EC7,2014,Saudi,Golden,Standard,1.8,Gas,Manual,170000,Tabouk,0,True
BMW,The 7,2014,Saudi,Another Color,Full,3.6,Gas,Automatic,110000,Riyadh,0,True
Ford,Expedition,2021,Saudi,Another Color,Semi Full,1.6,Gas,Automatic,2500,Aseer,207000,False
Kia,Rio,2011,Saudi,Black,Standard,1.4,Gas,Manual,218000,Jubail,11500,False
Jeep,Wrangler,2019,Saudi,Another Color,Semi Full,3.6,Gas,Automatic,26000,Riyadh,148000,False
Toyota,Cressida,1993,Saudi,White,Semi Full,4.0,Gas,Manual,492000,Riyadh,11000,False
Chevrolet,Camaro,2010,Other,White,Full,6.2,Gas,Automatic,247000,Tabouk,0,True
Hyundai,Elantra,2018,Saudi,White,Standard,2.0,Gas,Automatic,22640,Najran,1158,False
Hyundai,Sonata,2015,Other,White,Full,2.4,Gas,Automatic,72000,Qurayyat,0,True
Isuzu,Dyna,2003,Saudi,White,Standard,8.5,Diesel,Manual,330,Riyadh,40000,False
Kia,Cadenza,2018,Saudi,Brown,Full,3.3,Gas,Automatic,120,Hafar Al-Batin,0,True
Toyota,Land Cruiser,2011,Saudi,White,Full,4.6,Gas,Automatic,434,Aseer,85000,False
Toyota,Land Cruiser,2017,Saudi,White,Full,4.6,Gas,Automatic,130000,Hafar Al-Batin,0,True
Toyota,Land Cruiser,1987,Other,White,Semi Full,4.6,Gas,Manual,500000,Al-Medina,0,True
Mercedes,Viano,2015,Saudi,Blue,Full,3.5,Gas,Automatic,119000,Al-Medina,99000,False
BMW,The 7,2014,Saudi,Silver,Full,2.0,Gas,Automatic,116000,Al-Medina,100000,False
Nissan,Patrol,1978,Saudi,White,Standard,4.0,Gas,Manual,30000,Abha,28000,False
Toyota,Corolla,2015,Saudi,White,Standard,1.6,Gas,Automatic,36000,Dammam,45000,False
Toyota,Corolla,2020,Saudi,Another Color,Standard,1.6,Gas,Automatic,16000,Jeddah,62000,False
GMC,Yukon,2014,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,300,Jeddah,65000,False
Hyundai,Azera,2012,Saudi,White,Semi Full,3.0,Gas,Manual,290000,Riyadh,0,True
Nissan,Patrol,2003,Saudi,White,Semi Full,6.0,Gas,Manual,20017,Makkah,0,True
Honda,Accord,2012,Gulf Arabic,Another Color,Full,4.0,Gas,Automatic,376528,Riyadh,0,True
Toyota,Land Cruiser,2016,Gulf Arabic,White,Full,5.7,Gas,Automatic,181,Hafar Al-Batin,0,True
BMW,The 7,2018,Saudi,Navy,Semi Full,6.8,Gas,Automatic,18000,Riyadh,230000,False
Hyundai,Sonata,2018,Saudi,White,Semi Full,2.4,Gas,Automatic,72000,Aseer,65000,False
Chevrolet,Malibu,2014,Saudi,Black,Full,2.6,Gas,Automatic,138,Makkah,27000,False
BMW,The 7,2009,Saudi,Black,Full,1.0,Gas,Automatic,327000,Jeddah,48000,False
Nissan,Patrol,2016,Saudi,White,Semi Full,4.0,Gas,Automatic,94000,Dammam,125000,False
Lexus,ES,2015,Gulf Arabic,White,Semi Full,3.5,Gas,Automatic,161000,Hail,74000,False
Chevrolet,Camaro,2011,Other,Silver,Standard,3.6,Gas,Automatic,145000,Qurayyat,0,True
Mercedes,SL,1995,Other,Black,Full,3.5,Gas,Automatic,119,Riyadh,0,True
Lexus,IS,2010,Other,Silver,Full,3.5,Gas,Automatic,165000,Al-Ahsa,45000,False
Toyota,Land Cruiser,2016,Saudi,White,Full,8.0,Gas,Automatic,119000,Najran,0,True
Honda,Accord,2016,Saudi,White,Full,3.5,Gas,Automatic,167000,Aseer,72000,False
Chevrolet,Impala,2014,Saudi,Bronze,Standard,3.6,Gas,Automatic,180,Dammam,38000,False
Nissan,Patrol,1998,Gulf Arabic,White,Full,4.5,Gas,Automatic,595000,Taef,20000,False
Honda,Accord,2018,Saudi,White,Full,1.5,Gas,Automatic,106,Riyadh,0,True
Hyundai,Tucson,2016,Saudi,Red,Semi Full,2.0,Gas,Automatic,180000,Al-Ahsa,0,True
Mazda,CX7,2010,Saudi,Brown,Full,2.3,Gas,Automatic,170000,Jazan,25000,False
Ford,Edge,2011,Other,Black,Semi Full,3.5,Gas,Automatic,260,Jeddah,26000,False
Kia,Cerato,2016,Other,Grey,Semi Full,1.6,Diesel,Automatic,88000,Qassim,44000,False
Kia,Optima,2012,Saudi,Grey,Standard,2.0,Gas,Automatic,185000,Jeddah,0,True
Hyundai,Elantra,2017,Saudi,White,Standard,2.0,Gas,Automatic,140000,Al-Medina,42222,False
Ford,Marquis,2010,Saudi,Golden,Semi Full,4.6,Gas,Automatic,286,Qassim,0,True
Ford,Marquis,2005,Other,Bronze,Full,4.6,Gas,Automatic,500000,Riyadh,0,True
GMC,Yukon,2007,Saudi,Blue,Standard,5.3,Gas,Automatic,221000,Dammam,30000,False
GMC,Yukon,2008,Saudi,Black,Standard,5.3,Gas,Automatic,235000,Aseer,40000,False
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,156000,Riyadh,24000,False
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,158000,Riyadh,24000,False
Toyota,Prado,2014,Saudi,Silver,Full,4.0,Gas,Automatic,220,Riyadh,0,True
Dodge,Charger,2018,Saudi,Silver,Semi Full,1.6,Gas,Automatic,5000,Taef,125000,False
Chrysler,C200,2012,Other,Silver,Semi Full,2.4,Gas,Automatic,200000,Riyadh,0,True
Toyota,Prado,2018,Saudi,White,Standard,4.1,Gas,Automatic,97000,Riyadh,127000,False
Toyota,Corolla,2016,Saudi,Silver,Full,1.6,Gas,Automatic,86500,Al-Ahsa,48000,False
Lexus,RX,2008,Other,Silver,Full,3.5,Gas,Automatic,225,Jeddah,37000,False
Ford,Expedition,2012,Saudi,Grey,Semi Full,3.5,Gas,Automatic,452000,Jeddah,40000,False
Ford,Edge,2012,Saudi,Another Color,Full,3.5,Gas,Automatic,197000,Dammam,48500,False
Honda,Accord,2012,Saudi,White,Full,3.5,Gas,Automatic,225000,Jeddah,32000,False
Honda,Civic,2005,Saudi,White,Standard,1.7,Gas,Manual,400,Dammam,7000,False
Toyota,Land Cruiser,2011,Saudi,White,Full,4.7,Gas,Automatic,140000,Dammam,110000,False
Hyundai,Sonata,2020,Other,White,Semi Full,2.4,Gas,Automatic,52000,Jeddah,1756,False
Hyundai,Sonata,2015,Saudi,White,Full,1.6,Gas,Automatic,380000,Riyadh,35000,False
Toyota,Hilux,2020,Saudi,White,Full,2.8,Diesel,Manual,31000,Qurayyat,0,True
Chevrolet,Suburban,2009,Saudi,Black,Semi Full,5.3,Gas,Automatic,335000,Jeddah,35000,False
Toyota,Corolla,2015,Saudi,White,Standard,1.6,Gas,Manual,280,Besha,0,True
Toyota,Prado,2006,Saudi,White,Standard,2.5,Gas,Manual,300000,Aseer,40000,False
Toyota,Camry,2009,Saudi,White,Full,2.4,Gas,Automatic,520000,Makkah,23000,False
Toyota,Yaris,2017,Saudi,Black,Semi Full,1.2,Gas,Automatic,82000,Jeddah,34000,False
Dodge,Charger,2014,Saudi,Red,Semi Full,5.7,Gas,Automatic,30000,Dammam,0,True
Lexus,LX,2013,Gulf Arabic,Golden,Full,5.7,Gas,Automatic,300000,Abha,0,True
Hyundai,Tucson,2020,Saudi,Grey,Semi Full,1.6,Gas,Automatic,6350,Jeddah,82000,False
Chevrolet,Suburban,2012,Saudi,Black,Standard,5.3,Gas,Automatic,155,Riyadh,0,True
Ford,Expedition,2010,Saudi,Grey,Semi Full,5.4,Gas,Automatic,230,Jeddah,35000,False
